X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Atropellos
-70.647636,-33.379612,1298,2019,13,REGION METROPOLITANA,HUECHURABA,URBANA,AMERICO VESPUCIO,LOS INDUSTRIALES,NULL,-33.379612,-70.647636,1,13107,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070007,AMERICO VESPUCIO - LOS INDUSTRIALES,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647301,-33.448235,1299,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ELEUTERIO RAMIREZ,NULL,825,-33.448235,-70.647301,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010202,- ELEUTERIO RAMIREZ,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647202,-33.39386,1300,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,URMENETA,NULL,857,-33.39386,-70.647202,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131270869,- URMENETA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647186,-33.432236,1301,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,BELLAVISTA,NULL,571,-33.432236,-70.647186,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270094,- BELLAVISTA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647141,-33.4431,1302,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,SAN FRANCISCO,NULL,-33.4431,-70.647141,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS - SAN FRANCISCO,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.647034,-33.429913,1303,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,279,-33.429913,-70.647034,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-70.646996,-33.446671,1304,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,TARAPACA,SAN FRANCISCO,NULL,-33.446671,-70.646996,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010638,SAN FRANCISCO - TARAPACA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646935,-33.442833,1305,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,NULL,737,-33.442833,-70.646935,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,- LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.646912,-33.407661,1306,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,MEXICO,NULL,560,-33.407661,-70.646912,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270592,- MEXICO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,2
-70.646866,-33.400539,1307,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,MUNOZ GAMERO,CARD JOSE MARIA CARO,NULL,-33.400539,-70.646866,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270607,CARD JOSE MARIA CARO - MUNOZ GAMERO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646843,-33.450886,1308,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ISABEL,SAN FRANCISCO,NULL,-33.450886,-70.646843,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010621,SAN FRANCISCO - STA ISABEL,4,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.64679,-33.443081,1309,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,CHACABUCO,NULL,-33.443081,-70.64679,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,CHACABUCO - LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,1,2
-70.646767,-33.470871,1310,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAL GANA,ARTURO PRAT,NULL,-33.470871,-70.646767,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131010263,ARTURO PRAT - GRAL GANA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646667,-33.575562,1311,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,LO MARTINEZ,JOHN KENNEDY,NULL,-33.575562,-70.646667,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131120403,JOHN KENNEDY - LO MARTINEZ,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.646568,-33.442776,1312,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,NULL,727,-33.442776,-70.646568,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,- LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-70.6465,-33.44154,1313,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MONEDA,MAC IVER,NULL,-33.44154,-70.6465,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010424,MAC IVER - MONEDA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646271,-33.44273,1314,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,MAC IVER,NULL,-33.44273,-70.646271,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS - MAC IVER,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,1,1
-70.6461756,-33.4267851,1315,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,BUENOS AIRES,NULL,-33.4267851,-70.6461756,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,BUENOS AIRES - RECOLETA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.645958,-33.435612,1316,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STO DOMINGO,MIRAFLORES,NULL,-33.435612,-70.645958,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010635,MIRAFLORES - STO DOMINGO,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.645927,-33.456238,1317,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,COQUIMBO,SAN FRANCISCO,NULL,-33.456238,-70.645927,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010143,COQUIMBO - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.64579,-33.425125,1318,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,OLIVOS,NULL,-33.425125,-70.64579,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,OLIVOS - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.645638,-33.555538,1319,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,PSJE 4,NULL,1794,-33.555538,-70.645638,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310279,- PSJE 4,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.645569,-33.445168,1320,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,PADRE ALONSO DE OVALLE,NULL,-33.445168,-70.645569,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010629,PADRE ALONSO DE OVALLE - STA ROSA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.645531,-33.556339,1321,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,ALMTE LATORRE,VENANCIA LEIVA,NULL,-33.556339,-70.645531,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120010,ALMTE LATORRE - VENANCIA LEIVA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.645447,-33.434055,1322,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARD JOSE MARIA CARO,MIRAFLORES,NULL,-33.434055,-70.645447,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010104,CARD JOSE MARIA CARO - MIRAFLORES,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.645393,-33.458664,1323,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL ANTONIO MATTA,SAN FRANCISCO,NULL,-33.458664,-70.645393,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010385,MANUEL ANTONIO MATTA - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.645027,-33.427395,1324,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,MANZANO,NULL,480,-33.427395,-70.645027,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270573,- MANZANO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.644858,-33.42199,1325,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,SANTOS DUMONT,NULL,-33.42199,-70.644858,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA - SANTOS DUMONT,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.644852,-33.448051,1326,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,ELEUTERIO RAMIREZ,NULL,-33.448051,-70.644852,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010629,ELEUTERIO RAMIREZ - STA ROSA,1,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.644798,-33.436588,1327,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL RODRIGUEZ,COMPANIA,NULL,-33.436588,-70.644798,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010391,COMPANIA - MANUEL RODRIGUEZ,3,3,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.6446186,-33.5423546,1328,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,LA BANDERA,OSSA,NULL,-33.5423546,-70.6446186,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131310168,LA BANDERA - OSSA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.644524,-33.374359,1329,2019,13,REGION METROPOLITANA,HUECHURABA,URBANA,RIO CACHAPOAL,NULL,5442,-33.374359,-70.644524,1,13107,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070384,- RIO CACHAPOAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
-70.64431,-33.466881,1330,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO,MAULE,NULL,-33.466881,-70.64431,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010576,MAULE - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.644165,-33.44231,1331,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,CARMEN,NULL,-33.44231,-70.644165,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,CARMEN - LIBER BERNARDO O`HIGGINS,5,5,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,2,1
-70.644066,-33.549187,1332,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALMTE LATORRE,EDUARDO BARRIOS,NULL,-33.549187,-70.644066,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131310035,ALMTE LATORRE - EDUARDO BARRIOS,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.643913,-33.470573,1333,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAL GANA,SAN FRANCISCO,NULL,-33.470573,-70.643913,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010263,GRAL GANA - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.643883,-33.471794,1334,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO,ARAUCO,NULL,-33.471794,-70.643883,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010576,ARAUCO - SAN FRANCISCO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.643738,-33.390312,1335,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,LOS ZAPADORES,NVA RECOLETA,NULL,-33.390312,-70.643738,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131270544,LOS ZAPADORES - NVA RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.643654,-33.475368,1336,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO,PLACER,NULL,-33.475368,-70.643654,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010576,PLACER - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.643509,-33.414501,1337,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,1441,-33.414501,-70.643509,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.643433,-33.546101,1338,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,VICUNA MACKENNA,ALMTE LATORRE,NULL,-33.546101,-70.643433,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131310372,ALMTE LATORRE - VICUNA MACKENNA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,3,2
-70.643333,-33.40897,1339,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,NICOLAS DE GARNICA,NULL,588,-33.40897,-70.643333,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131270613,- NICOLAS DE GARNICA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.643326,-33.412045,1340,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,1651,-33.412045,-70.643326,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.643257,-33.458427,1341,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL ANTONIO MATTA,STA ROSA,NULL,-33.458427,-70.643257,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010385,MANUEL ANTONIO MATTA - STA ROSA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,1,0,0,2,3
-70.643204,-33.407017,1342,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,SAN GERARDO,NULL,-33.407017,-70.643204,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA - SAN GERARDO,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,3,3
-70.643158,-33.405704,1343,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,EINSTEIN,NULL,-33.405704,-70.643158,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,EINSTEIN - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.643054,-33.40346,1344,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,CARD JOSE MARIA CARO,NULL,-33.40346,-70.643054,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,CARD JOSE MARIA CARO - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.642982,-33.460667,1345,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,MARINA DE GAETE,NULL,-33.460667,-70.642982,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010629,MARINA DE GAETE - STA ROSA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642883,-33.400925,1346,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,MUNOZ GAMERO,NULL,-33.400925,-70.642883,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,MUNOZ GAMERO - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642815,-33.462116,1347,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,STA ELVIRA,NULL,-33.462116,-70.642815,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010629,STA ELVIRA - STA ROSA,4,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
-70.642799,-33.473042,1348,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,FRANKLIN,NULL,730,-33.473042,-70.642799,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010236,- FRANKLIN,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.642784,-33.445076,1349,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,BLAS CANAS,NULL,-33.445076,-70.642784,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010106,BLAS CANAS - CARMEN,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642776,-33.396976,1350,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,DORSAL,RECOLETA,NULL,-33.396976,-70.642776,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270224,DORSAL - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642769,-33.542652,1351,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,OSSA,ALMTE LATORRE,NULL,-33.542652,-70.642769,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131310252,ALMTE LATORRE - OSSA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.642746,-33.539162,1352,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,BOLIVIA,CARLOS DAVILA,NULL,-33.539162,-70.642746,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310061,BOLIVIA - CARLOS DAVILA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.6427,-33.463093,1353,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VICTORIA,STA ROSA,NULL,-33.463093,-70.6427,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010664,STA ROSA - VICTORIA,4,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642647,-33.39386,1354,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,URMENETA,NULL,-33.39386,-70.642647,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131270739,RECOLETA - URMENETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642586,-33.454124,1355,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,COPIAPO,NULL,633,-33.454124,-70.642586,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010142,- COPIAPO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.642456,-33.466679,1356,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,MAULE,NULL,-33.466679,-70.642456,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010629,MAULE - STA ROSA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642448,-33.390926,1357,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,LOS ZAPADORES,NULL,-33.390926,-70.642448,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131270739,LOS ZAPADORES - RECOLETA,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,1,2
-70.64225,-33.387684,1358,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,4083,-33.387684,-70.64225,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642136,-33.47168,1359,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,ARAUCO,NULL,-33.47168,-70.642136,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010629,ARAUCO - STA ROSA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,2,0,0,2
-70.642052,-33.473862,1360,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,BIO BIO,NULL,-33.473862,-70.642052,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010629,BIO BIO - STA ROSA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.641907,-33.480885,1361,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,ALC CARLOS VALDOVINOS,STA ROSA,NULL,-33.480885,-70.641907,1,13129,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290011,ALC CARLOS VALDOVINOS - STA ROSA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.641853,-33.474182,1362,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,NULL,2216,-33.474182,-70.641853,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131010629,- STA ROSA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.641724,-33.448814,1363,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,VICTORIA,NULL,-33.448814,-70.641724,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010106,CARMEN - VICTORIA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.641701,-33.462051,1364,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VICTOR MANUEL,NULL,1302,-33.462051,-70.641701,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010663,- VICTOR MANUEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.641655,-33.420856,1365,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,SAN CRISTOBAL,NULL,-33.420856,-70.641655,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131270677,PERU - SAN CRISTOBAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.641624,-33.372478,1366,2019,13,REGION METROPOLITANA,HUECHURABA,URBANA,GUILLERMO SUBIABRE,NULL,915,-33.372478,-70.641624,1,13107,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070129,- GUILLERMO SUBIABRE,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.641533,-33.449848,1367,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,STA ISABEL,NULL,-33.449848,-70.641533,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010106,CARMEN - STA ISABEL,1,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,1,2
-70.641266,-33.395878,1368,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,MAGNOLIAS,NULL,-33.395878,-70.641266,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131270739,MAGNOLIAS - RECOLETA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.641144,-33.533363,1369,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,CARLOS DAVILA,URUGUAY,NULL,-33.533363,-70.641144,1,13131,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131310076,CARLOS DAVILA - URUGUAY,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,2,1
